0 4.50 1.0875 1.0873 
3 1.50 1.0875 1.0871 
6 1.50 1.0875 1.0870 
29 1.50 1.0875 1.0870 
33 1.50 1.0875 1.0870 
40 1.50 1.0875 1.0871 
43 3.00 1.0875 1.0871 
